Features;IO-N-10;IO-N-20;IO-N-30;IO-N-40;IO-N-50;IO-N-60;IO-N-70;IO-N-80;IO-N-90;IO-N-100;IO-N-200;IO-N-300;IO-N-400;IO-N-500;IO-N-600;IO-N-700;IO-N-800;IO-N-900;IO-N-1000;IO-N-2000;IO-S1-10;IO-S1-20;IO-S1-30;IO-S1-40;IO-S1-50;IO-S1-60;IO-S1-70;IO-S1-80;IO-S1-90;IO-S1-100;IO-S1-200;IO-S1-300;IO-S1-400;IO-S1-500;IO-S1-600;IO-S1-700;IO-S1-800;IO-S1-1000;IO-S1-2000;IO-S2-10;IO-S2-20;IO-S2-30;IO-S2-40;IO-S2-50;IO-S2-60;IO-S2-70;IO-S2-80;IO-S2-90;IO-S2-100;IO-S2-200;IO-S2-300;IO-S2-400;IO-S2-500;IO-S2-600;IO-S2-700;IO-S2-800;IO-S2-900;IO-S2-1000;IO-S2-2000;IO-S3-10;IO-S3-20;IO-S3-30;IO-S3-40;IO-S3-50;IO-S3-60;IO-S3-70;IO-S3-80;IO-S3-90;IO-S3-100;IO-S3-200;IO-S3-300;IO-S3-400;IO-S3-500;IO-S3-600;IO-S3-700;IO-S3-800;IO-S3-900;IO-S3-1000;IO-S3-2000
system.mem_ctrls.dram.perBankRdBursts::12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankWrBursts::15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.totQLat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.totBusLat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.totMemAccLat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.readRowHits;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.writeRowHits;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.bytesRead;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.bytesWritten;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.avgRdBW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.avgWrBW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.peakBW;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800;12800
system.mem_ctrls.dram.busUtil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.busUtilRead;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.busUtilWrite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.power_state.pwrStateResidencyTicks::UNDEFINED;4,12231E+12;7,86754E+12;1,16128E+13;1,5358E+13;1,91032E+13;2,28484E+13;2,67038E+13;3,04491E+13;3,41943E+13;3,79395E+13;7,56121E+13;1,13175E+14;1,50847E+14;1,8841E+14;2,26082E+14;2,63645E+14;3,01317E+14;3,3899E+14;3,76552E+14;7,27204E+14;4,12301E+12;7,86824E+12;1,16135E+13;1,53587E+13;1,91039E+13;2,28491E+13;2,67045E+13;3,04498E+13;3,4195E+13;3,79402E+13;7,56128E+13;1,13175E+14;1,50848E+14;1,8841E+14;2,26083E+14;2,63645E+14;3,01318E+14;3,76553E+14;7,52839E+14;4,12931E+12;7,88152E+12;1,16337E+13;1,5386E+13;1,91382E+13;2,28904E+13;2,67528E+13;3,0505E+13;3,42572E+13;3,80094E+13;7,57518E+13;1,13384E+14;1,51126E+14;1,88758E+14;2,26501E+14;2,64133E+14;3,01875E+14;3,39617E+14;3,77249E+14;7,54231E+14;4,83045E+12;8,57567E+12;1,23209E+13;1,60661E+13;1,98113E+13;2,35566E+13;2,7412E+13;3,11572E+13;3,49024E+13;3,86476E+13;7,63202E+13;1,13883E+14;1,51555E+14;1,89118E+14;2,2679E+14;2,64353E+14;3,02025E+14;3,39698E+14;3,7726E+14;7,52909E+14
system.mem_ctrls.dram.rank0.actEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.preEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.readEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.writeEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.refreshEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.actBackEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.preBackEnergy;1,58297E+12;3,02113E+12;4,4593E+12;5,89747E+12;7,33563E+12;8,7738E+12;1,02543E+13;1,16924E+13;1,31306E+13;1,45688E+13;2,9035E+13;4,3459E+13;5,79253E+13;7,23493E+13;8,68155E+13;1,0124E+14;1,15706E+14;1,30172E+14;1,44596E+14;2,79246E+14;1,58324E+12;3,0214E+12;4,45957E+12;5,89774E+12;7,3359E+12;8,77407E+12;1,02545E+13;1,16927E+13;1,31309E+13;1,4569E+13;2,90353E+13;4,34593E+13;5,79256E+13;7,23495E+13;8,68158E+13;1,0124E+14;1,15706E+14;1,44596E+14;2,8909E+14;1,58565E+12;3,0265E+12;4,46735E+12;5,90821E+12;7,34906E+12;8,7899E+12;1,02731E+13;1,17139E+13;1,31548E+13;1,45956E+13;2,90887E+13;4,35394E+13;5,80324E+13;7,24832E+13;8,69762E+13;1,01427E+14;1,1592E+14;1,30413E+14;1,44864E+14;2,89625E+14;1,85489E+12;3,29306E+12;4,73122E+12;6,16939E+12;7,60756E+12;9,04572E+12;1,05262E+13;1,19644E+13;1,34025E+13;1,48407E+13;2,9307E+13;4,37309E+13;5,81972E+13;7,26212E+13;8,70875E+13;1,01511E+14;1,15978E+14;1,30444E+14;1,44868E+14;2,89117E+14
system.mem_ctrls.dram.rank0.actPowerDownEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.prePowerDownEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.selfRefreshEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.totalEnergy;1,58297E+12;3,02113E+12;4,4593E+12;5,89747E+12;7,33563E+12;8,7738E+12;1,02543E+13;1,16924E+13;1,31306E+13;1,45688E+13;2,9035E+13;4,3459E+13;5,79253E+13;7,23493E+13;8,68155E+13;1,0124E+14;1,15706E+14;1,30172E+14;1,44596E+14;2,79246E+14;1,58324E+12;3,0214E+12;4,45957E+12;5,89774E+12;7,3359E+12;8,77407E+12;1,02545E+13;1,16927E+13;1,31309E+13;1,4569E+13;2,90353E+13;4,34593E+13;5,79256E+13;7,23495E+13;8,68158E+13;1,0124E+14;1,15706E+14;1,44596E+14;2,8909E+14;1,58565E+12;3,0265E+12;4,46735E+12;5,90821E+12;7,34906E+12;8,7899E+12;1,02731E+13;1,17139E+13;1,31548E+13;1,45956E+13;2,90887E+13;4,35394E+13;5,80324E+13;7,24832E+13;8,69762E+13;1,01427E+14;1,1592E+14;1,30413E+14;1,44864E+14;2,89625E+14;1,85489E+12;3,29306E+12;4,73122E+12;6,16939E+12;7,60756E+12;9,04572E+12;1,05262E+13;1,19644E+13;1,34025E+13;1,48407E+13;2,9307E+13;4,37309E+13;5,81972E+13;7,26212E+13;8,70875E+13;1,01511E+14;1,15978E+14;1,30444E+14;1,44868E+14;2,89117E+14
system.mem_ctrls.dram.rank0.averagePower;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384
system.mem_ctrls.dram.rank0.totalIdleTime;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.pwrStateTime::IDLE;4,12231E+12;7,86754E+12;1,16128E+13;1,5358E+13;1,91032E+13;2,28484E+13;2,67038E+13;3,04491E+13;3,41943E+13;3,79395E+13;7,56121E+13;1,13175E+14;1,50847E+14;1,8841E+14;2,26082E+14;2,63645E+14;3,01317E+14;3,3899E+14;3,76552E+14;7,27204E+14;4,12301E+12;7,86824E+12;1,16135E+13;1,53587E+13;1,91039E+13;2,28491E+13;2,67045E+13;3,04498E+13;3,4195E+13;3,79402E+13;7,56128E+13;1,13175E+14;1,50848E+14;1,8841E+14;2,26083E+14;2,63645E+14;3,01318E+14;3,76553E+14;7,52839E+14;4,12931E+12;7,88152E+12;1,16337E+13;1,5386E+13;1,91382E+13;2,28904E+13;2,67528E+13;3,0505E+13;3,42572E+13;3,80094E+13;7,57518E+13;1,13384E+14;1,51126E+14;1,88758E+14;2,26501E+14;2,64133E+14;3,01875E+14;3,39617E+14;3,77249E+14;7,54231E+14;4,83045E+12;8,57567E+12;1,23209E+13;1,60661E+13;1,98113E+13;2,35566E+13;2,7412E+13;3,11572E+13;3,49024E+13;3,86476E+13;7,63202E+13;1,13883E+14;1,51555E+14;1,89118E+14;2,2679E+14;2,64353E+14;3,02025E+14;3,39698E+14;3,7726E+14;7,52909E+14
system.mem_ctrls.dram.rank0.pwrStateTime::REF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.pwrStateTime::SREF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.pwrStateTime::PRE_PDN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.pwrStateTime::ACT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.pwrStateTime::ACT_PDN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.actEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.preEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.readEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.writeEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.refreshEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.actBackEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.preBackEnergy;1,58297E+12;3,02113E+12;4,4593E+12;5,89747E+12;7,33563E+12;8,7738E+12;1,02543E+13;1,16924E+13;1,31306E+13;1,45688E+13;2,9035E+13;4,3459E+13;5,79253E+13;7,23493E+13;8,68155E+13;1,0124E+14;1,15706E+14;1,30172E+14;1,44596E+14;2,79246E+14;1,58324E+12;3,0214E+12;4,45957E+12;5,89774E+12;7,3359E+12;8,77407E+12;1,02545E+13;1,16927E+13;1,31309E+13;1,4569E+13;2,90353E+13;4,34593E+13;5,79256E+13;7,23495E+13;8,68158E+13;1,0124E+14;1,15706E+14;1,44596E+14;2,8909E+14;1,58565E+12;3,0265E+12;4,46735E+12;5,90821E+12;7,34906E+12;8,7899E+12;1,02731E+13;1,17139E+13;1,31548E+13;1,45956E+13;2,90887E+13;4,35394E+13;5,80324E+13;7,24832E+13;8,69762E+13;1,01427E+14;1,1592E+14;1,30413E+14;1,44864E+14;2,89625E+14;1,85489E+12;3,29306E+12;4,73122E+12;6,16939E+12;7,60756E+12;9,04572E+12;1,05262E+13;1,19644E+13;1,34025E+13;1,48407E+13;2,9307E+13;4,37309E+13;5,81972E+13;7,26212E+13;8,70875E+13;1,01511E+14;1,15978E+14;1,30444E+14;1,44868E+14;2,89117E+14
